Suburb,No. of Rooms,Type of Property,Year Sold,Price,Postcode,Region Name,No. of properties in Suburb,Distance from CBD,Council for Suburb,Total population
Reservoir,3,townhouse,2017,0.047439725071560565,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6495591895598463
Frankston North,3,house,2016,0.021362628,3200,Eastern Victoria,0.088313969,36.9,Frankston City Council,0.28815493813117204
Ringwood East,3,house,2017,0.073439411,3135,Eastern Metropolitan,0.16781580619056533,21.3,Maroondah City Council,0.30551205682738775
Brunswick,2,unit,2016,0.045722249,3056,Northern Metropolitan,0.43095353382384194,5.2,Moreland City Council,0.3743930845533775
Eltham,3,house,2017,0.12460730064009592,3095,Eastern Metropolitan,0.26631599020956653,18,Banyule City Council,0.3391212258102883
Northcote,4,house,2016,0.17229999833293563,3070,Northern Metropolitan,0.413741191,5.3,Darebin City Council,0.3652670445684691
Thornbury,3,house,2018,0.12821476525677222,3071,Northern Metropolitan,0.33236049473935386,7,Darebin City Council,0.29058687033312774
Melton West,3,house,2017,0.030130768489299006,3337,Northern Victoria,0.2321464148810722,31.7,Melton City Council,0.4307912873405656
Seaford,2,unit,2016,0.031439384,3198,South-Eastern Metropolitan,0.3050323411782015,35.4,Frankston City Council,0.2522627239301236
Glen Iris,3,house,2017,0.1473801732600477,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.25596361831573855
St Kilda,2,unit,2018,0.065044466,3182,Southern Metropolitan,0.4708682662409193,5,Port Phillip City Council,0.5908662708138593
Craigieburn,4,house,2017,0.040811198,3064,Northern Metropolitan,0.5358950361287301,20.6,Hume City Council,0.2478557647657131
Sunshine,3,house,2018,0.052403789,3020,Western Metropolitan,0.14133925250352913,10.5,Brimbank City Council,0.16243018995914557
Richmond,2,house,2017,0.12975684658092745,3121,Northern Metropolitan,0.5202135922317321,2.4,Yarra City Council,0.44732594136450016
Brighton East,3,house,2018,0.10130371496221191,3187,Southern Metropolitan,0.2644257679092126,10.3,Bayside City Council,0.24888753421108195
Kew,3,townhouse,2016,0.056578449,3101,Southern Metropolitan,0.3808333209184989,5.4,Boroondara City Council,0.3650346269594648
Gisborne,4,house,2017,0.053854115,3437,Northern Victoria,0.12562028836765604,45.9,Macedon Ranges Shire Council,0.20564606048720216
Mernda,4,house,2016,0.036223041466552225,3754,Northern Metropolitan,0.2225935849620804,25.9,Whittlesea City Council,0.25395255028016095
Thomastown,3,house,2018,0.044346142,3074,Northern Metropolitan,0.3007609251187265,15.3,Whittlesea City Council,0.30859106658791785
Footscray,2,house,2017,0.064454172,3011,Western Metropolitan,0.28716056005404184,5.1,Maribyrnong City Council,0.2637747963276384
Malvern East,3,house,2017,0.11020705180035603,3145,Southern Metropolitan,0.33001207713944836,8.4,Stonnington City Council,0.3259384963618118
Frankston,3,house,2018,0.062343130574135555,3199,South-Eastern Metropolitan,0.5778523965272521,38,Frankston City Council,0.3373424713047767
Mentone,2,house,2017,0.05214763,3194,South-Eastern Metropolitan,0.23578489673600536,20,Kingston City Council,0.20884410356260247
Richmond,2,unit,2016,0.06361029,3121,Northern Metropolitan,0.5202135922317321,2.4,Yarra City Council,0.43822900662149655
Keilor East,3,house,2017,0.048297358,3033,Western Metropolitan,0.2156265074969835,11.7,Brimbank City Council,0.3817007189292564
Coburg,3,townhouse,2018,0.061920387,3058,Northern Metropolitan,0.4087144760790836,6.7,Darebin City Council,0.3918674068285191
Blackburn,2,unit,2016,0.049154256,3130,Eastern Metropolitan,0.21883053815879366,13.4,Whitehorse City Council,0.31945169875524504
Balwyn North,4,townhouse,2018,0.11583181552512165,3104,Southern Metropolitan,0.2956251322063743,9.7,Boroondara City Council,0.3098200209026048
Rosanna,4,house,2017,0.14349063121138517,3084,Eastern Metropolitan,0.13245250957867125,8.9,Banyule City Council,0.18224342176542357
Glen Waverley,5,house,2016,0.084992546,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5351718911120432
Coburg,2,unit,2017,0.044432204,3058,Northern Metropolitan,0.4087144760790836,6.7,Darebin City Council,0.38717218981060725
Forest Hill,4,house,2016,0.10049037616178355,3131,Eastern Metropolitan,0.16693375978585273,15.4,Whitehorse City Council,0.17046759918218898
Keilor,3,house,2016,0.048468796,3036,Western Metropolitan,0.081303425,14.5,Brimbank City Council,0.13871024754936842
Mount Waverley,3,house,2016,0.096822143,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.46574825459024705
Mernda,3,house,2018,0.044001818806212546,3754,Northern Metropolitan,0.2225935849620804,25.9,Whittlesea City Council,0.3073113499196944
Thomastown,3,townhouse,2016,0.022682760346284872,3074,Northern Metropolitan,0.3007609251187265,15.3,Whittlesea City Council,0.3080867584326531
Doncaster,4,house,2018,0.1045504710610819,3108,Eastern Metropolitan,0.3377173476916787,12.4,Manningham City Council,0.3305325466562402
Reservoir,2,unit,2018,0.050908605,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6561133324427597
Frankston,2,unit,2017,0.030218062802129988,3199,South-Eastern Metropolitan,0.5778523965272521,38,Frankston City Council,0.3344467279356161
Kew East,3,house,2017,0.13173040159292007,3102,Southern Metropolitan,0.09570652,7.3,Boroondara City Council,0.10944404987524245
Hawthorn,2,unit,2016,0.047868634,3122,Southern Metropolitan,0.41198471356997246,5.3,Boroondara City Council,0.3460981779661434
Ringwood North,4,house,2018,0.092730484,3134,Eastern Metropolitan,0.1357270560374303,19.9,Manningham City Council,0.15621983228497038
Glen Waverley,3,house,2017,0.10608899519143852,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5395641916060876
Williamstown,3,house,2018,0.18919546311898636,3016,Western Metropolitan,0.243914113,6.8,Hobsons Bay City Council,0.2495400031767075
Rosanna,4,house,2017,0.089033622,3084,Eastern Metropolitan,0.13245250957867125,8.9,Banyule City Council,0.18224342176542357
Brunswick,3,house,2016,0.078276382,3056,Northern Metropolitan,0.43095353382384194,5.2,Moreland City Council,0.3743930845533775
Armadale,2,unit,2018,0.062174055,3143,Southern Metropolitan,0.18486201212835568,6.3,Stonnington City Council,0.15912279949519834
Balwyn,2,unit,2017,0.033181544,3103,Southern Metropolitan,0.21764929314175593,7.9,Boroondara City Council,0.24929211511646676
Toorak,2,unit,2017,0.056493425,3142,Southern Metropolitan,0.2745259497042004,4.1,Stonnington City Council,0.2122486276748911
Caulfield South,3,house,2017,0.10778671984029022,3162,Southern Metropolitan,0.1932969078589082,8.7,Glen Eira City Council,0.27092546433095027
South Morang,2,house,2017,0.029038946,3752,Northern Metropolitan,0.30125201534888524,20.5,Whittlesea City Council,0.3574749185428734
Carnegie,2,unit,2017,0.035789108,3163,Southern Metropolitan,0.2960835,10.1,Glen Eira City Council,0.2833489301889839
Sunbury,3,house,2018,0.039687748,3429,Western Metropolitan,0.49577309604723446,31.7,Hume City Council,0.2023693833797926
Airport West,3,house,2017,0.072937697,3042,Western Metropolitan,0.12929216097354493,10.4,Moonee Valley City Council,0.1262006436745911
Clayton,2,unit,2018,0.061632819,3168,South-Eastern Metropolitan,0.22354161408069465,16.7,Monash City Council,0.36976528995707153
Reservoir,4,house,2016,0.061497465,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6418521237954418
South Morang,4,house,2016,0.041847109935500504,3752,Northern Metropolitan,0.30125201534888524,20.5,Whittlesea City Council,0.3505771643886106
Bentleigh East,3,house,2016,0.071598561,3165,Southern Metropolitan,0.4012853737054564,13.8,Glen Eira City Council,0.40088951629085434
Doncaster East,5,house,2017,0.11511040152245014,3109,Eastern Metropolitan,0.4022368485631557,14.3,Manningham City Council,0.41107484634003477
North Melbourne,3,townhouse,2016,0.084496597,3051,Northern Metropolitan,0.2601596587244429,1.8,Melbourne City Council,0.3146474559363837
Keilor East,3,house,2016,0.063188082,3033,Western Metropolitan,0.2156265074969835,11.7,Brimbank City Council,0.3793662478166544
Collingwood,2,unit,2016,0.055004348617781675,3066,Northern Metropolitan,0.1736497554470117,2,Yarra City Council,0.14244878718342543
Gowanbrae,4,house,2017,0.06403232,3043,Western Metropolitan,0.024301793,12.9,Moreland City Council,0.050472572
Moonee Ponds,3,house,2018,0.1126215398948734,3039,Western Metropolitan,0.23840240561557086,6.2,Moonee Valley City Council,0.23369577031125013
Newport,4,house,2017,0.072686745,3015,Western Metropolitan,0.21060916611499872,6.2,Hobsons Bay City Council,0.27415084177412213
Kew East,3,house,2017,0.1679741083858131,3102,Southern Metropolitan,0.09570652,7.3,Boroondara City Council,0.10944404987524245
Keysborough,3,house,2017,0.058107630807280757,3173,South-Eastern Metropolitan,0.31828997965841055,25.2,Greater Dandenong City Council,0.3929643135487786
Ascot Vale,3,townhouse,2016,0.065718661,3032,Western Metropolitan,0.25083506840152275,4.3,Moonee Valley City Council,0.2329400376455309
Langwarrin,3,house,2016,0.038822696,3910,Eastern Victoria,0.3280337696520272,41,Frankston City Council,0.347187271
Templestowe Lower,4,house,2016,0.09416447,3107,Eastern Metropolitan,0.2076097406784447,12.4,Manningham City Council,0.21565509514024353
Elwood,1,unit,2016,0.022682760346284872,3184,Southern Metropolitan,0.3363977514995816,7.2,Port Phillip City Council,0.2440459869766347
Reservoir,3,house,2016,0.064201082,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6418521237954418
Glen Waverley,4,house,2016,0.095596402,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5351718911120432
Reservoir,4,house,2018,0.11583181552512165,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6561133324427597
Broadmeadows,3,house,2018,0.051720553526714244,3047,Northern Metropolitan,0.16327700780566087,14,Hume City Council,0.21631611840130355
Hadfield,3,townhouse,2017,0.047868634,3046,Northern Metropolitan,0.092902921,11.2,Moreland City Council,0.095480635
Brighton,3,house,2017,0.1473801732600477,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3460389541534153
Malvern East,3,house,2018,0.15511416385978397,3145,Southern Metropolitan,0.33001207713944836,8.4,Stonnington City Council,0.33135026718570354
Balwyn,3,townhouse,2018,0.10778671984029022,3103,Southern Metropolitan,0.21764929314175593,7.9,Boroondara City Council,0.2512735011702242
Taylors Hill,3,house,2016,0.052062229450427634,3037,Western Metropolitan,0.16118141584024404,18,Melton City Council,0.29216321054844724
Brunswick,3,unit,2018,0.070634947,3056,Northern Metropolitan,0.43095353382384194,5.2,Moreland City Council,0.3976887229067138
Burwood,3,house,2018,0.12785856237567836,3125,Southern Metropolitan,0.2174967727418569,10.4,Monash City Council,0.21303368456415542
Hawthorn East,3,house,2017,0.1257980132237232,3123,Southern Metropolitan,0.2476951164303111,6.2,Boroondara City Council,0.24551401182969113
Beaumaris,4,house,2018,0.18209661021781778,3193,Southern Metropolitan,0.20552793260941107,17.3,Bayside City Council,0.21874062323917626
Balwyn North,5,house,2017,0.2329023466982096,3104,Southern Metropolitan,0.2956251322063743,9.7,Boroondara City Council,0.30836969432495825
Reservoir,2,house,2017,0.081183964,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6495591895598463
Ringwood East,3,house,2016,0.079523524,3135,Eastern Metropolitan,0.16781580619056533,21.3,Maroondah City Council,0.3030420049355027
Bentleigh East,3,house,2018,0.091171254,3165,Southern Metropolitan,0.4012853737054564,13.8,Glen Eira City Council,0.40937521418442885
Maribyrnong,4,house,2016,0.13173040159292007,3032,Western Metropolitan,0.18808744072017478,4.3,Maribyrnong City Council,0.1965817269904023
Port Melbourne,3,house,2017,0.12659103467686111,3207,Southern Metropolitan,0.3247849594487693,3.5,Melbourne City Council,0.2596250384555716
Thomastown,3,house,2016,0.042494010227601804,3074,Northern Metropolitan,0.3007609251187265,15.3,Whittlesea City Council,0.3080867584326531
Doncaster East,4,house,2017,0.087386176,3109,Eastern Metropolitan,0.4022368485631557,14.3,Manningham City Council,0.41107484634003477
Thornbury,2,house,2017,0.099676375,3071,Northern Metropolitan,0.33236049473935386,7,Darebin City Council,0.28732622961334014
Boronia,4,house,2017,0.065929254,3155,Eastern Metropolitan,0.3603179352172334,25,Knox City Council,0.328786642
Brunswick East,2,house,2017,0.081183964,3057,Northern Metropolitan,0.21195214350541988,4,Moreland City Council,0.1908157165881778
Kew,3,unit,2018,0.080769113,3101,Southern Metropolitan,0.3808333209184989,5.4,Boroondara City Council,0.37186834015385034
Hillside,4,house,2018,0.049582429983921025,3037,Western Metropolitan,0.21283369048571887,18,Brimbank City Council,0.33957436199738833
Lalor,3,house,2016,0.034225386,3075,Northern Metropolitan,0.3120648168955057,16.3,Whittlesea City Council,0.339133153
Altona North,3,house,2018,0.072017233,3025,Western Metropolitan,0.19645634490927477,9.4,Hobsons Bay City Council,0.2266599973141982
Brunswick,2,unit,2017,0.037523714,3056,Northern Metropolitan,0.43095353382384194,5.2,Moreland City Council,0.38686521290536613
Brighton,3,townhouse,2017,0.086148807,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3460389541534153
Moonee Ponds,1,unit,2016,0.13448685145792308,3039,Western Metropolitan,0.23840240561557086,6.2,Moonee Valley City Council,0.22517737774852564
South Melbourne,2,house,2018,0.10373976976009305,3205,Southern Metropolitan,0.2275513032174333,1.9,Port Phillip City Council,0.1991505332218935
Carnegie,2,unit,2018,0.058107630807280757,3163,Southern Metropolitan,0.2960835,10.1,Glen Eira City Council,0.29039904516024606
Broadmeadows,3,house,2018,0.041631383,3047,Northern Metropolitan,0.16327700780566087,14,Hume City Council,0.21631611840130355
Flemington,2,unit,2017,0.040119994,3031,Northern Metropolitan,0.13465054053101594,3.4,Melbourne City Council,0.16701673516393498
Ascot Vale,3,house,2018,0.094778406,3032,Western Metropolitan,0.25083506840152275,4.3,Moonee Valley City Council,0.24069554795731923
Hadfield,4,house,2018,0.067402163,3046,Northern Metropolitan,0.092902921,11.2,Moreland City Council,0.096271654
Richmond,2,townhouse,2016,0.058107630807280757,3121,Northern Metropolitan,0.5202135922317321,2.4,Yarra City Council,0.43822900662149655
Ivanhoe,4,house,2017,0.15511416385978397,3079,Eastern Metropolitan,0.21256547583575958,7.8,Banyule City Council,0.18914038441832864
Clayton,3,house,2018,0.13732473983410823,3168,South-Eastern Metropolitan,0.22354161408069465,16.7,Monash City Council,0.36976528995707153
Collingwood,1,unit,2017,0.032485044,3066,Northern Metropolitan,0.1736497554470117,2,Yarra City Council,0.15227375207420824
Glen Iris,2,unit,2016,0.03838989,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.25293899717027646
Caroline Springs,5,house,2018,0.091807549,3023,Western Metropolitan,0.2924460408676371,14.8,Melton City Council,0.31023752155333933
Hoppers Crossing,3,house,2016,0.031046978932745842,3029,Western Metropolitan,0.48818039721307693,18.4,Wyndham City Council,0.5166484453142436
Croydon South,3,house,2017,0.075109976,3136,Eastern Metropolitan,0.060284415,23,Maroondah City Council,0.462527403
Clayton,4,house,2016,0.13173040159292007,3168,South-Eastern Metropolitan,0.22354161408069465,16.7,Monash City Council,0.3360392279578626
Balwyn,5,house,2016,0.19291155806800098,3103,Southern Metropolitan,0.21764929314175593,7.9,Boroondara City Council,0.24654819900500108
Carnegie,2,unit,2016,0.047439725071560565,3163,Southern Metropolitan,0.2960835,10.1,Glen Eira City Council,0.27751808362937924
Airport West,3,unit,2017,0.051293294,3042,Western Metropolitan,0.12929216097354493,10.4,Moonee Valley City Council,0.1262006436745911
Armadale,2,unit,2017,0.066729103,3143,Southern Metropolitan,0.18486201212835568,6.3,Stonnington City Council,0.15165531841746072
Strathmore,2,unit,2018,0.040983925,3041,Western Metropolitan,0.12176704185103372,8.2,Moonee Valley City Council,0.16012187186831645
Hughesdale,4,house,2016,0.10552244586626054,3166,Southern Metropolitan,0.11591697992393667,12.3,Monash City Council,0.12572829105458436
Pascoe Vale,4,house,2016,0.05581298,3044,Northern Metropolitan,0.2841327913420671,8.5,Moreland City Council,0.46155701003861366
Toorak,1,unit,2017,0.049582429983921025,3142,Southern Metropolitan,0.2745259497042004,4.1,Stonnington City Council,0.2122486276748911
Armadale,3,house,2018,0.19661389476653673,3143,Southern Metropolitan,0.18486201212835568,6.3,Stonnington City Council,0.15912279949519834
Mooroolbark,5,house,2017,0.069334693,3138,Eastern Victoria,0.3120995084012939,26.5,Yarra Ranges Shire Council,0.33141036731253304
